synthetic_name,source_anchor,source_geometry_group,true_category,anchor_strength,perturb_radius_scaled,trust_radius_scaled,source_title,source_url,notes,nearest_anchor,nearest_anchor_true_category,nearest_anchor_distance_scaled,nearest_real_distance_scaled,same_true_category_neighborhood,source_anchor_is_nearest,within_real_manifold_threshold,recomputed_mode_1,recomputed_mode_2,recomputed_mode_3,recomputed_mode_4,recomputed_mode_5,recomputed_mode_6,recomputed_mode_7,recomputed_mode_8,recomputed_mode_9,recomputed_mode_10,recomputed_mode_11,recomputed_mode_12,recomputed_mode_13,recomputed_mode_14,recomputed_mode_15,recomputed_mode_16,recomputed_mode_17,recomputed_mode_18,recomputed_mode_19
2032c_perturb_011,2032c,original_dataset,Low-subsonic,strong,0.29548582,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.29548582,0.29548582,True,True,True,0.216047053023,-0.449362929237,0.105179413788,-0.0630773725175,-0.0108780506283,0.014812626213,0.00757068340148,-0.00703254421019,0.0131692313197,-0.00926785405972,0.000730385411309,-0.00539748891951,0.00367876722718,-0.000927326067921,0.0028595864606,0.00214204278493,-0.000237021495066,-0.000155342244961,-1.33044035727e-05
2032c_perturb_012,2032c,original_dataset,Low-subsonic,strong,0.32815017,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.32815017,0.32815017,True,True,True,0.183963215334,-0.518221485702,0.114936910995,-0.064020614416,-0.0116310401624,0.0151995552249,0.00808103792132,-0.00720727717094,0.0136254613937,-0.00893564433425,0.000443045711997,-0.00561920461639,0.00353587275497,-0.000874937226452,0.00269638254529,0.00204592544943,-0.000261768447974,-0.000166146750167,-3.40623427032e-05
2032c_perturb_013,2032c,original_dataset,Low-subsonic,strong,0.32874406,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.32874406,0.32874406,True,True,True,0.262382424634,-0.448952176747,0.112840125453,-0.0609366580899,-0.0118462673396,0.0166777864987,0.00811093408448,-0.00777795973011,0.0139144213907,-0.00991496044528,0.000516504940999,-0.00532359107529,0.00323358155621,-0.000797389966335,0.0028667881465,0.00184220790872,-0.000391539949801,-0.00018950977274,4.20226673833e-06
2032c_perturb_014,2032c,original_dataset,Low-subsonic,strong,0.32550648,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.32550648,0.32550648,True,True,True,0.215059046511,-0.436209376718,0.113202456905,-0.0640686691999,-0.00666148994088,0.0154532722943,0.00810925540711,-0.00703678450541,0.0139031333806,-0.0095096562644,0.000367603555049,-0.0051261858977,0.00364053211473,-0.000842187322409,0.00300795058044,0.00204608844997,-0.000326623509762,-0.000144746250186,-5.49795495921e-05
2032c_perturb_015,2032c,original_dataset,Low-subsonic,strong,0.29226546,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.29226546,0.29226546,True,True,True,0.223851307992,-0.471253262251,0.103244443324,-0.0610134664973,-0.011365223166,0.0165598308351,0.00820324293416,-0.0068947155503,0.0134078587233,-0.00946028567158,0.000502720097798,-0.00508251870723,0.00362648764412,-0.000783966925583,0.00281579884187,0.00200754639763,-0.000327557097133,-0.000251140949666,-6.27531555561e-05
2032c_perturb_016,2032c,original_dataset,Low-subsonic,strong,0.32628743,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.32628743,0.32628743,True,True,True,0.153180710113,-0.492399568939,0.106175313542,-0.0667581765618,-0.00899434176057,0.0171427331644,0.00741160411705,-0.00546885504562,0.0130329161322,-0.00924747185886,0.000626032554016,-0.00531657215015,0.003431467952,-0.000772488830314,0.00273355889982,0.00176337350591,-0.000295888250894,-0.00015545050999,-1.75073891739e-05
2032c_perturb_017,2032c,original_dataset,Low-subsonic,strong,0.30089657,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.30089657,0.30089657,True,True,True,0.171483111739,-0.44236630311,0.105186239314,-0.0632446521095,-0.0112197581233,0.0163420706986,0.00844880489544,-0.00709059190947,0.0133787962002,-0.00894752250962,0.000529402109898,-0.00530015714738,0.00333018289115,-0.000992802538354,0.00297029474836,0.00206582589513,-0.000318976889388,-0.000169546415586,5.44638025096e-06
2032c_perturb_018,2032c,original_dataset,Low-subsonic,strong,0.32511667,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.32511667,0.32511667,True,True,True,0.23012886697,-0.477097303652,0.102466971765,-0.065572257918,-0.0124986198725,0.0184041780122,0.00702574109785,-0.00736114009095,0.0132409827268,-0.0085898165963,0.000483164736602,-0.00512826058292,0.00326034237101,-0.000926342148503,0.00296999822814,0.00188598087167,-0.000284012505054,-0.00017811615101,5.36642301597e-06
2032c_perturb_019,2032c,original_dataset,Low-subsonic,strong,0.29850949,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.29850949,0.29850949,True,True,True,0.133384453525,-0.467238567395,0.111210405397,-0.0571634955174,-0.00921417259764,0.015697895121,0.0071788797612,-0.00697468895184,0.0130473056608,-0.00894167195753,0.000583871397938,-0.00532608936289,0.00365139629281,-0.000811890372346,0.00286366718123,0.00196720344013,-0.00023902128734,-0.000149372756012,-2.46470506772e-05
2032c_perturb_020,2032c,original_dataset,Low-subsonic,strong,0.32131153,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.32131153,0.32131153,True,True,True,0.194032694864,-0.458276145082,0.0970761246105,-0.0607387062628,-0.0120926853728,0.0159988164911,0.00670092206652,-0.00711737801588,0.0131090014903,-0.0092960524453,0.000595439541055,-0.0051882492161,0.00329037377002,-0.0008881391718,0.00277878836933,0.00201864947934,-0.000276128930684,-0.000229510459322,-3.12948292219e-05
2032c_perturb_021,2032c,original_dataset,Low-subsonic,strong,0.32537206,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.32537206,0.32537206,True,True,True,0.274889892273,-0.443448665156,0.109654134922,-0.0663390849193,-0.0148585962307,0.0186299123317,0.00718134224456,-0.00647427342844,0.0131442203033,-0.00919175541607,0.000397892530377,-0.00515677434515,0.00354575981559,-0.000848446047114,0.00287972934284,0.00177159165789,-0.000289237327897,-0.000177203316842,-2.7623708409e-05
2032c_perturb_022,2032c,original_dataset,Low-subsonic,strong,0.31370999,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.31370999,0.31370999,True,True,True,0.144815390311,-0.490185610086,0.112911649936,-0.068159923892,-0.0111449223216,0.0134823449766,0.00739186363001,-0.00700354852649,0.0138735285371,-0.00939807294447,0.000414452044801,-0.00550309006128,0.00333117823083,-0.000730638804923,0.00282520565422,0.00203755417845,-0.000284541742913,-0.000168576243282,-5.5359344168e-05
2032c_perturb_023,2032c,original_dataset,Low-subsonic,strong,0.32652868,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.32652868,0.32652868,True,True,True,0.27448165638,-0.450405092631,0.107975582459,-0.058058990894,-0.0110024874738,0.0174033203096,0.00788505798612,-0.00684122650134,0.0130311533612,-0.00924773090065,0.000603608941132,-0.00568668962578,0.0035435088099,-0.000763268733319,0.00293325456909,0.00203003213758,-0.00034697805955,-0.00012588992379,-4.55319300094e-06
2032c_perturb_024,2032c,original_dataset,Low-subsonic,strong,0.32609978,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.32609978,0.32609978,True,True,True,0.153404788859,-0.42991182,0.10587657125,-0.0606862982821,-0.0139388578513,0.0180256913021,0.00757415378102,-0.00709816562401,0.0134361451743,-0.00856358282811,0.000507763488055,-0.00535214084556,0.0037039723121,-0.000820750660162,0.00298141735263,0.00214553600091,-0.000306436826581,-0.000188491157961,-3.07218222011e-05
2032c_perturb_025,2032c,original_dataset,Low-subsonic,strong,0.32951100,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.32951100,0.32951100,True,True,True,0.19761856877,-0.484519693768,0.107602655692,-0.0648250106357,-0.00869360393175,0.0145448324148,0.00847475879055,-0.00457873266288,0.0137919562311,-0.0085460852198,0.000303890854919,-0.0054606134076,0.00355896570684,-0.000732194974992,0.0028444132149,0.00194503848277,-0.000333823987043,-0.000199942846006,-1.74986093182e-05
2032c_perturb_026,2032c,original_dataset,Low-subsonic,strong,0.32811392,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.32811392,0.32811392,True,True,True,0.224554990223,-0.428843598706,0.112345441631,-0.0651510827468,-0.0122857414002,0.0130564247444,0.00705659800613,-0.00718069337202,0.0139067872052,-0.00916938197216,0.000583932547724,-0.00565446879095,0.00323145436815,-0.000759695613385,0.00283967353423,0.0019504606106,-0.000265467051264,-0.000211823235656,-5.84719400972e-05
2032c_perturb_027,2032c,original_dataset,Low-subsonic,strong,0.32416829,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.32416829,0.32416829,True,True,True,0.18428251053,-0.486258850801,0.117247985422,-0.0610794607569,-0.0104476295746,0.0154215323569,0.00757945254619,-0.00656412256121,0.0138091651016,-0.00978124948328,0.000837462968044,-0.00508979829993,0.00361810715135,-0.000768232344293,0.00279159550955,0.00184682343701,-0.000312956934425,-0.000164834769265,1.12783965052e-05
2032c_perturb_028,2032c,original_dataset,Low-subsonic,strong,0.30869081,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.30869081,0.30869081,True,True,True,0.218182513463,-0.441489877838,0.103181152009,-0.0640338736419,-0.0106601990267,0.0178161016684,0.0066971782221,-0.00645255173414,0.0139458448164,-0.00980291670808,0.00050637118161,-0.00534678213475,0.00331714254841,-0.000701152136913,0.0029321847203,0.00196538930059,-0.000331139774107,-0.00021697007235,-8.13937172703e-05
2032c_perturb_029,2032c,original_dataset,Low-subsonic,strong,0.33037539,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.33037539,0.33037539,True,True,True,0.15159248003,-0.451798969025,0.107411203412,-0.0615880507992,-0.0102394065357,0.0169689407534,0.00708276827866,-0.00785781940918,0.0132091661491,-0.0097854796605,0.000500120945364,-0.00531456445536,0.0035337898701,-0.000676557388625,0.00272103847889,0.00196191785626,-0.000317020470003,-0.000250146161015,-5.39934294569e-05
2032c_perturb_030,2032c,original_dataset,Low-subsonic,strong,0.32294595,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.32294595,0.32294595,True,True,True,0.214920545359,-0.438058905229,0.103049035909,-0.0609084367092,-0.00964588932342,0.0168416747828,0.00648660616558,-0.00538665332346,0.0136846887024,-0.00938871199277,0.000670502990367,-0.00525638550007,0.00361576184691,-0.00079202782176,0.00296361707149,0.00187359589075,-0.000368572378964,-0.000189557340822,3.54819121756e-05
2032c_perturb_031,2032c,original_dataset,Low-subsonic,strong,0.31099827,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.31099827,0.31099827,True,True,True,0.16184305043,-0.403246869716,0.109719567335,-0.0614700419118,-0.0108482065851,0.0160769732448,0.00729825639941,-0.00557591706162,0.0132401888569,-0.00884772526062,0.00050722661825,-0.0052555837394,0.00341117617984,-0.000902990473409,0.00288477414999,0.00177564135654,-0.000385682294548,-0.000187497535166,-1.70624435307e-05
2032c_perturb_032,2032c,original_dataset,Low-subsonic,strong,0.32812648,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.32812648,0.32812648,True,True,True,0.193090684471,-0.437173777867,0.117717599277,-0.0647119036628,-0.00863737684335,0.0133896125917,0.00723509148785,-0.00611752413453,0.0133288249174,-0.00998621823415,0.000439157349987,-0.00529353319629,0.00352830641068,-0.000854185848177,0.00295612321813,0.00194969592946,-0.000213062386041,-0.000149660856332,-6.03342859785e-05
2032c_perturb_033,2032c,original_dataset,Low-subsonic,strong,0.30876570,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.30876570,0.30876570,True,True,True,0.195497138687,-0.516799596788,0.117438177999,-0.063198165177,-0.0118091521224,0.0171857980922,0.00717862981889,-0.00821927333426,0.0134283668315,-0.00878708065976,0.000312902068479,-0.00543380415456,0.00353479968253,-0.000761476369137,0.0029652040693,0.00192309844051,-0.000335132958023,-0.000195034665541,-7.73860748268e-05
2032c_perturb_034,2032c,original_dataset,Low-subsonic,strong,0.32011810,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.32011810,0.32011810,True,True,True,0.171077483001,-0.504099112715,0.113485779903,-0.0578622891702,-0.00851409599747,0.01468526064,0.00710129104252,-0.00542265997792,0.0131092632211,-0.0096033215189,0.000416268947507,-0.00554455410964,0.00364930893627,-0.000884720585601,0.00288567752395,0.0019085945997,-0.000244996155341,-0.00019897928051,-9.79194621489e-06
2032c_perturb_035,2032c,original_dataset,Low-subsonic,strong,0.30603396,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.30603396,0.30603396,True,True,True,0.181138066346,-0.461469997083,0.115190827993,-0.0636729184885,-0.00497448402304,0.015254479737,0.00761194488034,-0.0071970604363,0.0139494678757,-0.00897993869725,0.000678393767536,-0.00531483420551,0.00357557513471,-0.000639672916358,0.00287454476487,0.00193756702067,-0.000330310344473,-0.000172181527973,-4.85048667201e-05
2032c_perturb_036,2032c,original_dataset,Low-subsonic,strong,0.32894060,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.32894060,0.32894060,True,True,True,0.248655254069,-0.482475414928,0.0966539197522,-0.0603267091308,-0.0128772515909,0.018668102705,0.0079255697675,-0.00662349297751,0.0133597665762,-0.0097939067404,0.00043937592784,-0.00554882098844,0.0034041261506,-0.000939766397881,0.00282961015578,0.00189632772835,-0.000349165384618,-0.000211326450745,-4.1983658295e-05
2032c_perturb_037,2032c,original_dataset,Low-subsonic,strong,0.31120271,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.31120271,0.31120271,True,True,True,0.231364703755,-0.496724821153,0.0987218243792,-0.0644055996028,-0.0146815122826,0.0189576993606,0.0072278828469,-0.00713959241075,0.0135340724528,-0.00941204988745,0.000274250380993,-0.0052888567835,0.00345421685012,-0.00070302891139,0.00290565040515,0.00184969120799,-0.00027382513962,-0.000200367315514,-3.12834895413e-05
2032c_perturb_038,2032c,original_dataset,Low-subsonic,strong,0.23538130,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.23538130,0.23538130,True,True,True,0.241265621356,-0.499353723106,0.11584166376,-0.0603030829462,-0.0103786182279,0.0152431693729,0.00810975388576,-0.00617677669175,0.0137786572062,-0.00885792911612,0.000497817183275,-0.00526429274933,0.00347255231863,-0.000691488682452,0.00282088525309,0.00193234990639,-0.000314333105144,-0.000175952941505,-1.97924186691e-05
2032c_perturb_039,2032c,original_dataset,Low-subsonic,strong,0.32928111,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.32928111,0.32928111,True,True,True,0.16562626392,-0.473986136838,0.0994607582974,-0.0577778980178,-0.0124501820451,0.0152018289099,0.00818642810122,-0.00687324360654,0.013089063271,-0.00906691941568,0.000736978216288,-0.00525410811641,0.00380998551822,-0.000895353233234,0.00286827120643,0.00198226168722,-0.000322715762806,-0.000196991923311,-2.23960045087e-05
2032c_perturb_040,2032c,original_dataset,Low-subsonic,strong,0.30607052,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Dillner 20-32-C,2032c,Low-subsonic,0.30607052,0.30607052,True,True,True,0.228686096074,-0.434343674705,0.116702140391,-0.0638233839917,-0.0120075266354,0.0121970572675,0.00677780160398,-0.00587305916554,0.0136746394948,-0.00943143041792,0.000413608649713,-0.00539678453783,0.00352954956041,-0.000673122073273,0.0028535400584,0.00188097915134,-0.00026603002919,-0.000217283369668,5.6634836165e-06
ag03_perturb_001,ag03,original_dataset,Low-subsonic,strong,0.32889811,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Drela AG low-speed family,ag03,Low-subsonic,0.32889811,0.32889811,True,True,True,0.408171636915,-0.00287822616652,0.0245504405631,-0.0306411312363,0.00168546979683,0.00830625967129,-0.00137368491681,-0.00521436437086,0.0014991567808,0.00187863821819,-0.00113595801735,0.0020535865716,-0.000843122113969,0.000217426101885,-0.000419805733675,-0.000555628062945,-0.000115570161773,-0.000248050722713,3.82973299025e-05
ag03_perturb_002,ag03,original_dataset,Low-subsonic,strong,0.32110373,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Drela AG low-speed family,ag03,Low-subsonic,0.32110373,0.32110373,True,True,True,0.47216871544,0.0639691862,0.0179795806676,-0.0360387040419,-0.000720513170336,0.00949555518395,-0.00210075708008,-0.00751771698285,0.000905084497564,0.00217096866803,-0.00139826944123,0.00224428631659,-0.00140831646427,0.000229102940889,-0.000505932633862,-0.000526326864209,-7.1293454923e-05,-0.000296043942438,5.36581941789e-05
ag03_perturb_003,ag03,original_dataset,Low-subsonic,strong,0.32219240,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Drela AG low-speed family,ag03,Low-subsonic,0.32219240,0.32219240,True,True,True,0.472954528825,0.0491756334937,0.0140218736662,-0.0295911232612,-0.00167649147441,0.00740059987351,-0.0011670913794,-0.00752502802981,0.000926560093953,0.00241417738096,-0.00125232138055,0.00232012546295,-0.00117066939437,0.000205946092047,-0.000415732027176,-0.000658046065298,9.52345512952e-06,-0.000261712761478,3.87260534836e-05
ag03_perturb_004,ag03,original_dataset,Low-subsonic,strong,0.32535298,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Drela AG low-speed family,ag03,Low-subsonic,0.32535298,0.32535298,True,True,True,0.444980675914,0.0784831596761,0.012721099462,-0.0306913736506,0.00179856195863,0.0112610546246,-0.00258917193487,-0.00560418977788,0.000891794113304,0.00223317398979,-0.00123162497591,0.00263724573603,-0.00103726605312,0.000208069333226,-0.00044228065769,-0.000573866286408,-1.01147350359e-06,-0.000262531248357,2.59262046492e-05
ag03_perturb_005,ag03,original_dataset,Low-subsonic,strong,0.31256851,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Drela AG low-speed family,ag03,Low-subsonic,0.31256851,0.31256851,True,True,True,0.467556338959,0.0371228701408,0.0154175989435,-0.0293309105769,0.00492710885604,0.0104701108718,-0.00174893493087,-0.00565563439255,0.00100341488273,0.00180258037579,-0.00128219914831,0.00196157289324,-0.000927971669198,0.000241807476083,-0.000592237344039,-0.000415756597979,-8.17702247726e-05,-0.000242422001171,1.57347645838e-05
ag03_perturb_006,ag03,original_dataset,Low-subsonic,strong,0.28835209,0.33069315,UIUC Airfoil Coordinates Database,https://m-selig.ae.illinois.edu/ads/coord_database.html,Drela AG low-speed family,ag03,Low-subsonic,0.28835209,0.28835209,True,True,True,0.47610261373,-0.00882136246377,0.00968758266696,-0.0261002380581,-5.50554705959e-05,0.0112399952956,-0.00213587096938,-0.00547828645605,0.00121349858364,0.00273076336617,-0.00116226538967,0.00241008360234,-0.00110717303978,0.000209683831403,-0.000488562733464,-0.000693741872623,-7.44709525277e-05,-0.000257273807504,2.18372311642e-05
